въ|58774|---------n|
сръдъці|58805|-s---nl--i|
своімъ|58780|3s---nl--i|
не|58767|---------n|
подвіжѫ|64742|1spia----i|
сѧ|58829|3s---qa--i|
отъ|58785|---------n|
рода|64405|-s---mg--i|
въ|58774|---------n|
родъ|64405|-s---ma--i|
бе|66295|---------n|
зъла|66277|-s---ngpsi|
емѹ|58765|3s---md--i|
же|58808|---------n|
клѧтвъі|66271|-s---fg--i|
ѹста|66857|-p---nn--i|
его|58765|3s---mg--i|
плъна|68059|-p---nnpsi|
сѫтъ|58773|3ppia----i|
і|58771|---------n|
горесті|134304|-s---fg--i|
і|58771|---------n|
лъсті|64213|-s---fg--i|
подъ|64426|---------n|
ѧзъікомъ|59128|-s---mi--i|
емѹ|58765|3s---md--i|
трѹдъ|68611|-s---mn--i|
і|58771|---------n|
болѣзнъ|64247|-s---fn--i|
прѣсѣдітъ|150761|3spia----i|
въ|58774|---------n|
лателіхъ|150762|-p---ml--i|
съ|58764|---------n|
богатъіімі|64089|-p---mipwi|
въ|58774|---------n|
таінъііхъ|66752|-p---nlpwi|
ѹбіті|59540|--pna----i|
неповінънаго|68545|-s---mgpwi|
очі|58813|-d---nn--i|
его|58765|3s---mg--i|
на|58783|---------n|
ѹбогаго|64093|-s---mgpwi|
възіраете|83974|2ppia----i|
лаетъ|68661|3spia----i|
въ|58774|---------n|
таінъіхъ|66752|-p---nlpwi|
ѣко|85825|---------n|
левъ|80271|-s---mn--i|
въ|58774|---------n|
оградѣ|121104|-s---fl--i|
своеі|58780|3s---fl--i|
лаетъ|68661|3spia----i|
въсхътіті|69340|--pna----i|
ніштаего|64915|-s---mgpwi|
въсхътіті|69340|--pna----i|
ніштаего|64915|-s---mgpwi|
да|58766|---------n|
і|58765|3s---ma--i|
прѣвлѣчетъ|68708|3spia----i|
въ|58774|---------n|
сѣті|69019|-s---fl--i|
своеі|58780|3s---fl--i|
съмѣріто-і|150763|-s---flpwi|
прѣклонітъ|69587|3spia----i|
сѧ|58829|3s---qa--i|
і|58771|---------n|
падетъ|59251|3spia----i|
егда|66511|---------n|
ѹдоблѣлъ|122902|-sspamn-si|
бѫдетъ|58773|3sfia----i|
ѹбогъіімъ|64093|-p---pdpwi|
рече|58793|3saia----i|
бо|58825|---------n|
въ|58774|---------n|
сръдъці|58805|-s---nl--i|
своемъ|58780|3s---nl--i|
забъі|64584|3saia----i|
б҃ъ|60009|-s---mn--i|
отъвраті|66281|3saia----i|
ліце|59927|-s---na--i|
свое|58780|3s---na--i|
да|58766|---------n|
не|58767|---------n|
відітъ|58918|3spia----i|
до|64398|---------n|
конъца|64399|-s---mg--i|
воскръсні|60069|2spma----i|
г҃і|58858|-s---mv--i|
бж҃е|60009|-s---mv--i|
моі|58929|1s---mn--i|
да|58766|---------n|
възнесетъ|65967|3spia----i|
сѧ|58829|3s---qa--i|
рѫка|58831|-s---fn--i|
твоѣ|58814|2s---fn--i|
не|58767|---------n|
забѫді|64584|2spma----i|
ѹбогъііхъ|64093|-p---mgpwi|
твоіхъ|58814|2p---mg--i|
до|64398|---------n|
конъца|64399|-s---mg--i|
чесо|58943|-s---ng--i|
раді|59331|---------n|
прогнѣва|67478|3saia----i|
нечъстівоі|79671|-s---mnpwi|
б҃а|60009|-s---mg--i|
рече|58793|3saia----i|
бо|58825|---------n|
въ|58774|---------n|
сръдъці|58805|-s---nl--i|
своіемъ|58780|3s---nl--i|
не|58767|---------n|
възіштетъ|67467|3spia----i|
відіші|58918|2spia----i|
ѣко|58792|---------n|
тъі|58769|2s---mn--i|
болѣзнъ|64247|-s---fa--i|
і|58771|---------n|
ѣростъ|55811|-s---fa--i|
смотрѣеші|123042|2spia----i|
да|58766|---------n|
п|58768|-suppmn-si|
бѫ|58773|3sfia----i|
тебе|58769|2s---md--i|
оставленъ|58950|-suppmn-si|
естъ|58773|3spia----i|
ніштеі|64915|-s---mnpwi|
сірѹ|69470|-s---mdpsi|
тъі|58769|2s---mn--i|
бѫді|58773|2spma----i|
помоштънікъ|80420|-s---mn--i|
съкѹші|64900|2spma----i|
мъішъцѫ|67658|-s---fa--i|
грѣшънаго|65090|-s---mgpwi|
і|58771|---------n|
лѫкаваго|66386|-s---mgpwi|
вьзіштетъ|67467|3spia----i|
сѧ|58829|3s---qa--i|
грѣхъ|58872|-s---mn--i|
его|58765|3s---mg--i|
і|58771|---------n|
не|58767|---------n|
обрѧштетъ|58937|3spia----i|
сѧ|58829|3s---qa--i|
гь҃|58858|-s---mn--i|
цръ|64252|-s---mn--i|
въ|58774|---------n|
вѣкъ|59093|-s---ma--i|
і|58771|---------n|
вѣкъ|59093|-s---ma--i|
вѣкѹ|59093|-s---md--i|
погъібнете|66872|2ppia----i|
ѧзъіці|59128|-p---mn--i|
отъ|58785|---------n|
землѧ|64341|-s---fg--i|
его|58765|3s---mg--i|
желанье|79312|-s---na--i|
ѹбогъіхъ|64093|-p---pgpwi|
ѹслъіша|64238|3saia----i|
г҃ъ|58858|-s---mn--i|
ѹготованъе|150764|-s---na--i|
сръдьцю|58805|-s---nd--i|
іхъ|58765|3p---pg--i|
вънѧтъ|81174|3saia----i|
ѹхо|64194|-s---nn--i|
твое|58814|2s---nn--i|
сѫді|66605|2spma----i|
сірѹмѹ|69470|-s---mdpwi|
і|58771|---------n|
съмѣренѹмѹ|67660|-s---mdpwi|
да|58766|---------n|
не|58767|---------n|
пріложітъ|66492|3spia----i|
потомъ|80000|---------n|
велічаті|67770|--pna----i|
сѧ|58829|3s---qa--i|
члк҃ѹ|59198|-s---md--i|
на|58783|---------n|
земі|64341|-s---fl--i|
въ|58774|---------n|
конецъ|64399|-s---ma--i|
пслмъ|69176|-s---mn--i|
дв҃ъ|64023|-s---mnpsi|
на|58783|---------n|
г҃а|58858|-s---mg--i|
ѹпъвахъ|65645|1saia----i|
како|68745|---------n|
речеть|58793|3spia----i|
дш҃і|60303|-s---fd--i|
моеі|58929|1s---fd--i|
прѣвітаі|150765|2spma----i|
по|58960|---------n|
горамъ|58899|-p---fd--i|
ѣко|85825|---------n|
птіца|66252|-s---fn--i|
врабеі|150766|-s---mn--i|
ѣко|72150|---------n|
се|59292|---------n|
грѣшъніці|65555|-p---mn--i|
налѧшѧ|138076|3paia----i|
лѫкь|138074|-s---ma--i|
ѹготовашѧ|65072|3paia----i|
стрѣлъі|84203|-p---fa--i|
въ|58774|---------n|
тѹлѣ|150767|-s---ml--i|
състрѣлѣті|150768|--pna----i|
въ|58774|---------n|
мракь|86007|-s---ma--i|
правъіѧ|66214|-p---mapsi|
сръдьцемь|58805|-s---ni--i|
зане|71773|---------n|
ѣже|58800|-p---na--i|
тъі|58769|2s---mn--i|
съвръші|65639|2saia----i|
оні|58949|-p---mn--i|
раздрѹшішѧ|131864|3paia----i|
а|58820|---------n|
праведьнікь|65559|-s---mn--i|
чьто|58943|-s---na--i|
сьтворі|58795|3saia----i|
гь҃|58858|-s---mn--i|
вь|58774|---------n|
цр҃ъкьві|58999|-s---fl--i|
свѧтѣтѣі|58910|-s---flpwi|
твоеі|58814|2s---fl--i|
гь҃|58858|-s---mn--i|
на|58783|---------n|
нб҃сі|58920|-s---nl--i|
прѣстоль|66273|-s---mn--i|
его|58765|3s---mg--i|
оочі|58813|-d---nn--i|
его|58765|3s---mg--i|
на|58783|---------n|
ніштаего|64915|-s---mgpwi|
прізіраете|67620|3dpia----i|
вѣжді|137311|-d---fn--i|
его|58765|3s---mg--i|
іспъітаетъ|68269|3spia----i|
сн҃ъі|146309|-p---ma--i|
чл҃чѧ|137461|-p---mapwi|
гь҃|58858|-s---mn--i|
іспъітаетъ|68269|3spia----i|
праведьнаего|66286|-s---mgpwi|
і|58771|---------n|
нечъстіваго|79671|-s---mgpwi|
а|58820|---------n|
любѧі|64015|-sppamn-wi|
неправъдѫ|68736|-s---fa--i|
ненавідітъ|64396|3spia----i|
своеѧ|58780|3s---fg--i|
дш҃ѧ|60303|-s---fg--i|
одръжітъ|67894|3spia----i|
на|58783|---------n|
грѣшънікъі|65555|-p---ma--i|
сѣтъ|69019|-s---fa--i|
огнъ|60190|-s---mn--i|
і|58771|---------n|
зюпелъ|68892|-s---mn--i|
і|58771|---------n|
дх҃ъ|58909|-s---mn--i|
бѹренъ|83943|-s---mnpsi|
чѧстъ|68340|-s---fn--i|
чѣшѧ|65115|-s---fg--i|
хъ|58765|3p---pg--i|
ѣко|72150|---------n|
правъденъ|66286|-s---mnpsi|
гь҃|58858|-s---mn--i|
і|58771|---------n|
правъдѫ|66526|-s---fa--i|
вьзлюбі|58930|3saia----i|
права|66214|-s---fnpsi|
відѣ|58918|3saia----i|
ліце|59927|-s---na--i|
его|58765|3s---mg--i|
слава|64748|-s---fn--i|
въ|58774|---------n|
конець|64399|-s---ma--i|
о|58881|---------n|
смѣ-мь|139398|-s---ml--i|
дьне|58915|-s---ml--i|
пслмъ|69176|-s---mn--i|
да҃въ|64023|-s---mnpsi|
сп҃і|150789|2spma----i|
мѧ|58807|1s---ma--i|
гі҃|58858|-s---mv--i|
ѣко|72150|---------n|
оскѫдѣ|68851|3saia----i|
прѣподобъноі|82768|-s---mnpwi|
ѣко|72150|---------n|
ѹмалішѧ|137934|3paia----i|
сѧ|58829|3s---qa--i|
істінъі|59928|-p---fn--i|
отъ|58785|---------n|
сн҃ъ|146309|-p---mg--i|
чл҃чь|137461|-p---mgpsi|
сѹетъна|85898|-p---napsi|
гла|58791|3saia----i|
къжьдо|67292|-s---mn--i|
къ|58898|---------n|
іскрьнюмѹ|64013|-s---mdpwi|
своемѹ:|58780|3s---md--i|
ѹстънъі|60198|-p---fn--i|
лъстівъіѧ|83267|-p---fnpwi|
сръдьцемь|58805|-s---ni--i|
і|58771|---------n|
въ|58774|---------n|
срьдъці|58805|-s---nl--i|
глашѧ|58791|3paia----i|
зълаѣ|66277|-p---napwi|
потрѣбітъ|68367|3spia----i|
гь҃|58858|-s---mn--i|
въсѧ|58821|-p---fa--i|
ѹстънъі|60198|-p---fa--i|
лъстівъіѧ|83267|-p---fapwi|
і|58771|---------n|
ѧзъікъі|59128|-p---ma--i|
велерѣчъівъі|150769|-p---mapsi|
рекъшѧ|58793|-pupama-si|
ѧзъікъі|59128|-p---ma--i|
нашѧ|58994|1p---ma--i|
възвелічімъ|67665|1ppia----i|
ѹстънъі|60198|-p---fn--i|
нашѧ|58994|1p---fn--i|
прі|58940|---------n|
насъ|59257|1p---pl--i|
сѫть|58773|3ppia----i|
кьто|59233|-s---mn--i|
намъ|59257|1p---pd--i|
гь҃|58858|-s---mn--i|
есть|58773|3spia----i|
страсті|77102|-s---fg--i|
раді|59331|---------n|
ніштііхъ|64915|-p---pgpwi|
і|58771|---------n|
въздъіханьѣ|83640|-s---ng--i|
ѹбогъіхъ|64093|-p---pgpwi|
нънѣ|64687|-------p-i|
воскръснѫ|60069|1spia----i|
глетъ|58791|3spia----i|
гъ҃|58858|-s---mn--i|
положѫ|64024|1spia----i|
сѧ|58829|3s---qa--i|
во|58774|---------n|
сп҃нье|67717|-s---na--i|
і|58771|---------n|
не|58767|---------n|
обінѫ|65356|1spia----i|
сѧ|58829|3s---qa--i|
о|58881|---------n|
німъ|58765|3s---mi--i|
словеса|58855|-p---nn--i|
гн҃ѣ|58991|-p---nnpsi|
словеса|58855|-p---nn--i|
прѣчіста|79720|-p---nnpsi|
съребро|68294|-s---nn--i|
раждежено|80192|-suppnn-si|
іскѹшѧнъ|59016|-suppmn-si|
земі|64341|-s---fl--i|
а|58820|---------n|
і|58901|---------n|
оцѣштенье|123842|-s---nn--i|
седмеріцеѭ|68870|---------n|
тъі|58769|2s---mn--i|
же|58808|---------n|
г҃і|58858|-s---mv--i|
съхраніші|65633|2spia----i|
нъі|59257|1p---pa--i|
і|58771|---------n|
съблюдеші|64170|2spia----i|
нъі|59257|1p---pa--i|
отъ|58785|---------n|
рода|64405|-s---mg--i|
сего|59234|-s---mg--i|
въ|58774|---------n|
вѣкъ|59093|-s---ma--i|
окръстъ|66693|---------n|
нечъстіві|79671|-p---mnpsi|
ходѧтъ|58986|3ppia----i|
по|58960|---------n|
въісотѣ|80305|-s---fd--i|
твоеі|58814|2s---fd--i|
ѹмножіль|122529|-sspamn-si|
есі|58773|2spia----i|
сн҃ъі|146309|-p---ma--i|
чл҃овѣчѧ|137461|-p---mapsi|
въ|58774|---------n|
конецъ|64399|-s---ma--i|
пьсаломъ|69176|-s---mn--i|
дав҃ъ|64023|-s---mnpsi|
доколѣ|65197|---------n|
г҃і|58858|-s---mv--i|
забѫдеші|64584|2spia----i|
мѧ|58807|1s---ma--i|
до|64398|---------n|
конъца|64399|-s---mg--i|
доколѣ|65197|---------n|
отъвраштаеші|135922|2spia----i|
ліце|59927|-s---na--i|
твое|58814|2s---na--i|
от|58785|---------n|
мене|58807|1s---mg--i|
доколѣ|65197|---------n|
положѫ|64024|1spia----i|
съвѣтъ|65210|-s---ma--i|
въ|58774|---------n|
дш҃і|60303|-s---fl--i|
моеі|58929|1s---fl--i|
болѣзнъ|64247|-s---fn--i|
вь|58774|---------n|
сръдьці|58805|-s---nl--i|
моемъ|58929|1s---nl--i|
дьнь|58915|-s---ma--i|
і|58771|---------n|
ноштъ|59412|-s---fa--i|
доколѣ|65197|---------n|
възнесетъ|65967|3spia----i|
сѧ|58829|3s---qa--i|
врагъ|64025|-s---mn--i|
моі|58929|1s---mn--i|
на|58783|---------n|
мѧ|58807|1s---ma--i|
прізърі|67620|2spma----i|
ѹслъші|64238|2spma----i|
мѧ|58807|1s---ma--i|
г҃і|58858|-s---mv--i|
бж҃е|60009|-s---mv--i|
моі|58929|1s---mn--i|
просвѣті|68354|2spma----i|
очі|58813|-d---na--i|
моі|58929|1d---na--i|
еда|66802|---------n|
когда|67090|---------n|
ѹсънѫ|68248|1spia----i|
во|58774|---------n|
съмръті|64177|-s---fl--i|
еда|66802|---------n|
когда|67090|---------n|
речетъ|58793|3spia----i|
врагъ|64025|-s---mn--i|
моі|58929|1s---mn--i|
ѵкрѣпіхъ|82739|1saia----i|
сѧ|58829|3s---qa--i|
на|58783|---------n|
нъ|58765|3s---ma--i|
сътѫжаѭштеі|65211|-pppamn-wi|
мі|58807|1s---md--i|
въздрадѹѭтъ|65058|3ppia----i|
сѧ|58829|3s---qa--i|
аште|58819|---------n|
сѧ|58829|3s---qa--i|
подвіжѫ|64742|1spia----i|
азъ|58807|1s---mn--i|
же|58808|---------n|
на|58783|---------n|
мілостъ|67655|-s---fa--i|
твоѭ|58814|2s---fa--i|
надѣахъ|68904|1saia----i|
сѧ|58829|3s---qa--i|
въздрадѹетъ|65058|3spia----i|
сѧ|58829|3s---qa--i|
сръдъце|58805|-s---nn--i|
мое|58929|1s---nn--i|
о|58881|---------n|
сп҃і|67717|-s---nl--i|
твоемъ|58814|2s---nl--i|
поѭ|80670|1spia----i|
гю҃|58858|-s---md--i|
благодѣавъшюмѹ|120146|-supamd-wi|
мнѣ|58807|1s---md--i|
і|58771|---------n|
вьспоѭ|65125|1spia----i|
імені|58990|-s---nd--i|
гю҃|58858|-s---md--i|
въішьнюмѹ|58997|-s---mdpwi|
въ|58774|---------n|
конецъ|64399|-s---ma--i|
псломъ|69176|-s---mn--i|
да҃въ|64023|-s---mnpsi|
рече|58793|3saia----i|
бесѹменъ|68644|-s---mnpsi|
въ|58774|---------n|
сръдъці|58805|-s---nl--i|
своімъ|58780|3s---nl--i|
нѣстъ|58890|3spia----i|
б҃а|60009|-s---mg--i|
растълѣшѧ|150770|3paia----i|
і|58771|---------n|
омразішѧ|150771|3paia----i|
сѧ|58829|3s---qa--i|
въ|58774|---------n|
начінанъіхъ|150755|-p---nl--i|
нѣстъ|58890|3spia----i|
творѧі|58852|-sppamn-wi|
благостъінѧ|120971|-s---fg--i|
гь҃|58858|-s---mn--i|
съ|58764|---------n|
нб҃сі|58920|-s---ng--i|
прініче|69153|3saia----i|
на|58783|---------n|
сн҃ъі|146309|-p---ma--i|
чл҃чѧ|137461|-p---mapsi|
відѣті|58918|--pna----i|
ѣште|58819|---------n|
естъ|58773|3spia----i|
разѹмѣваѧі|64191|-sppamn-wi|
лі|64176|---------n|
възіскаѧі|67467|-sppamn-wi|
б҃а|60009|-s---mg--i|
въсі|58821|-p---mn--i|
ѹклонішѧ|69266|3paia----i|
сѧ|58829|3s---qa--i|
въкѹпѣ|68896|---------n|
неключімі|68431|-p---mnpsi|
бъішѧ|58773|3paia----i|
нѣстъ|58890|3spia----i|
творѧі|58852|-sppamn-wi|
благостъінѧ|120971|-s---fg--i|
нѣстъ|58890|3spia----i|
до|64398|---------n|
едіного|58827|-s---mg--i|
ні|59213|---------n|
лі|59119|---------n|
разѹмѣѭтъ|59914|3ppia----i|
въсі|58821|-p---mn--i|
творѧштеі|58852|-pppamn-wi|
безаконенъ|73662|-s---na--i|
сънѣдаѭштеі|67800|-pppamn-wi|
люді|59473|-p---ma--i|
моѧ|58929|1p---ma--i|
въ|58774|---------n|
хлѣба|60184|-s---mg--i|
мѣсто|60263|-s---na--i|
г҃ѣ|58858|-s---mg--i|
не|58767|---------n|
прізъвашѧ|64103|3paia----i|
тѹ|58946|---------n|
ѹстрашішѧ|82901|3paia----i|
сѧ|58829|3s---qa--i|
боѣзньѭ|136482|-s---fi--i|
іже|85720|---------n|
не|58767|---------n|
бѣ|58773|3siia----i|
боѣзні|136482|-s---fg--i|
ѣко|72150|---------n|
гъ҃|58858|-s---mn--i|
въ|58774|---------n|
родѣ|64405|-s---ml--i|
праведънъіхъ|66286|-p---mgpwi|
съвѣтъ|65210|-s---ma--i|
ніштааго|64915|-s---mgpwi|
посрамісте|80840|2paia----i|
гь҃|58858|-s---mn--i|
ѹпьваніе|85863|-s---nn--i|
емѹ|58765|3s---md--i|
естъ|58773|3spia----i|
къто|59233|-s---qn--i|
дастъ|58843|3spia----i|
отъ|58785|---------n|
сюна|133009|-s---mg--i|
сп҃іе|67717|-s---na--i|
ісл҃ю|60283|-s---md--i|
егда|66511|---------n|
възвратітъ|64406|3spia----i|
гь҃|58858|-s---mn--i|
плѣнъ|83628|-s---ma--i|
людеі|59473|-p---mg--i|
своіхъ|58780|3p---mg--i|
въздрадѹетъ|65058|3spia----i|
сѧ|58829|3s---qa--i|
іѣковъ|59057|-s---mn--i|
і|58771|---------n|
възвеселітъ|68828|3spia----i|
сѧ|58829|3s---qa--i|
іл҃ь|60283|-s---mn--i|
слава|64748|-s---fn--i|
псломъ|69176|-s---mn--i|
да҃въ|64023|-s---mnpsi|
гі҃|58858|-s---mv--i|
къто|59233|-s---qn--i|
обітаетъ|137948|3spia----i|
въ|58774|---------n|
жілішті|59408|-s---nl--i|
твоімь|58814|2s---nl--i|
лі|64176|---------n|
къто|59233|-s---qn--i|
въселітъ|68728|3spia----i|
сѧ|58829|3s---qa--i|
вь|58774|---------n|
св҃тѣі|58910|-s---flpwi|
горѣ|58899|-s---fl--i|
твоеі|58814|2s---fl--i|
ходѧ|58986|-sppamn-si|
бес|66295|---------n|
порока|70638|-s---mg--i|
дѣлаѧ|67354|-sppamn-si|
правъдѫ|66526|-s---fa--i|
гл҃ѧ|58791|-sppamn-si|
істінѫ|59928|-s---fa--i|
въ|58774|---------n|
сръдьці|58805|-s---nl--i|
своемъ|58780|3s---nl--i|
іже|58800|-s---mn--i|
не|58767|---------n|
ѹлъстітъ|150772|3spia----i|
ѧзъікомъ|59128|-s---mi--i|
своімъ|58780|3s---mi--i|
ні|59213|---------n|
сътворітъ|58795|3spia----i|
іскрьнюмѹ|64013|-s---mdpwi|
сі|58829|3s---md--i|
зьла|66277|-s---ngpsi|
поношеньѣ|67621|-s---ng--i|
не|58767|---------n|
пріѧтъ|59498|3saia----i|
на|58783|---------n|
бліжънѧ|64068|-p---papsi|
своѧ|58780|3p---pa--i|
ѹнічъженъ|69701|-suppmn-si|
естъ|58773|3spia----i|
прѣдъ|58985|---------n|
німъ|58765|3s---mi--i|
лѫкавоі|66386|-s---mnpwi|
боѧштеі|59140|-pppamn-wi|
же|58808|---------n|
сѧ|58829|3s---qa--i|
г҃ѣ|58858|-s---mg--i|
славѧтъ|64508|3ppia----i|
клънъі|66270|-sppamn-wi|
сѧ|58829|3s---qa--i|
іскрънюмѹ|64013|-s---mdpwi|
своемѹ|58780|3s---md--i|
не|58767|---------n|
отъмѣтаетъ|68584|3spia----i|
сѧх|58829|3s---qa--i|
съребра|68294|-s---ng--i|
своего|58780|3s---ng--i|
не|58767|---------n|
дастъ|58843|3saia----i|
вь|58774|---------n|
ліхвѫ|68956|-s---fa--i|
і|58771|---------n|
мъіта|150775|-s---ng--i|
на|58783|---------n|
неповінънъііхъ|68545|-s---plpwi|
не|58767|---------n|
пріѧтъ|59498|3saia----i|
творѧі|58852|-sppamn-wi|
се|59234|-s---na--i|
не|58767|---------n|
подвіжітъ|64742|3spia----i|
сѧ|58829|3s---qa--i|
въ|58774|---------n|
вѣкъ|59093|-s---ma--i|
тѣло|150776|-s---nn--i|
псломъ|69176|-s---mn--i|
да҃въ|64023|-s---mnpsi|
съхрані|65633|2spma----i|
мѧ|58807|1s---ma--i|
г҃і|58858|-s---mv--i|
ѣко|72150|---------n|
на|58783|---------n|
тѧ|58769|2s---ma--i|
ѹпьвахъ|65645|1saia----i|
рѣхъ|58793|1saia----i|
гю҃|58858|-s---md--i|
гъ҃|58858|-s---mn--i|
моі|58929|1s---mn--i|
есі|58773|2spia----i|
тъі|58769|2s---mn--i|
ѣко|72150|---------n|
благъііхъ|65623|-p---ngpwi|
моіхъ|58929|1p---ng--i|
не|58767|---------n|
трѣбѹеші|59293|2spia----i|
св҃тъімъ|58910|-p---mdpwi|
іже|58800|-p---mn--i|
сѫтъ|58773|3ppia----i|
на|58783|---------n|
земі|64341|-s---fl--i|
его|58765|3s---mg--i|
ѹдіві|150731|3saia----i|
гъ҃|58858|-s---mn--i|
въсѧ|58821|-p---fa--i|
волѧ|66351|-p---fa--i|
своѧ|58780|3p---fa--i|
въ|58774|---------n|
ніхъ|58765|3p---ml--i|
ѹмножішѧ|122529|3paia----i|
сѧ|58829|3s---qa--i|
немошті|83978|-p---fn--i|
іхъ|58765|3p---pg--i|
по|58960|---------n|
сіхъ|59234|-p---nl--i|
ѹѧдрішѧ|150778|3paia----i|
сѧ|58829|3s---qa--i|
не|58767|---------n|
съберѫ|60182|1spia----i|
сънемъ|65724|-s---ma--i|
іхъ|58765|3p---pg--i|
отъ|58785|---------n|
кръвъі|60329|-s---fg--i|
ні|59213|---------n|
помѧнѫ|68352|1spia----i|
же|58808|---------n|
імѧн|58990|-p---ng--i|
іхъ|58765|3p---pg--i|
ѹстънамі|60198|-p---fi--i|
моімі|58929|1p---fi--i|
гь҃|58858|-s---mn--i|
чѧстъ|68340|-s---fn--i|
достоѣньѣ|59559|-s---ng--i|
моего|58929|1s---ng--i|
і|58771|---------n|
чѣшѧ|65115|-s---fg--i|
моеѧ|58929|1s---fg--i|
тъі|58769|2s---mn--i|
есі|58773|2spia----i|
ѹстраѣѧі|137430|-sppamn-wi|
достоѣнь|59559|-s---na--i|
мое|58929|1s---na--i|
мънѣ|58807|1s---md--i|
ѫжа|59200|-p---nn--i|
допадѫ|150780|3paia----i|
мі|58807|1s---md--i|
въ|58774|---------n|
дрьжавънъіхъ|150781|-p---nlpwi|
ібо|67067|---------n|
достоѣнье|59559|-s---nn--i|
мі|58807|1s---md--i|
дръжавъно|150781|-s---nnpsi|
естъ|58773|3spia----i|
мънѣ|58807|1s---md--i|
благословештѫ|65113|1spia----i|
г҃ѣ|58858|-s---mg--i|
въразѹмъшаго|150782|-supamg-wi|
мѧ|58807|1s---ma--i|
пакъі|58860|---------n|
же|58808|---------n|
і|58901|---------n|
до|64398|---------n|
ношті|59412|-s---fg--i|
показа|64255|3saia----i|
мѧ|58807|1s---ma--i|
ѫтроба|67642|-s---fn--i|
моѣ|58929|1s---fn--i|
істісѣ|130600|-d---nn--i|
лѧдвеінѣі|150783|-d---nnpwi|
прѣдізърѣхъ|150784|1saia----i|
г҃ѣ|58858|-s---mg--i|
прѣдо|58985|---------n|
мъноѭ|58807|1s---mi--i|
въінѫ|59414|---------n|
ѣко|72150|---------n|
о|58881|---------n|
деснѫ|58816|-s---fapsi|
мене|58807|1s---mg--i|
естъ|58773|3spia----i|
да|58766|---------n|
сѧ|58829|3s---qa--i|
не|58767|---------n|
подвіжѫ|64742|1spia----i|
сего|59234|-s---ng--i|
раді|59331|---------n|
възвеселітъ|68828|3spia----i|
сѧ|58829|3s---qa--i|
сръдьце|58805|-s---nn--i|
мое|58929|1s---nn--i|
і|58771|---------n|
въздрадова|65058|3saia----i|
сѧ|58829|3s---qa--i|
ѧзъікь|59128|-s---mn--i|
моі|58929|1s---mn--i|
пакъі|58860|---------n|
же|58808|---------n|
і|58901|---------n|
плотъ|64697|-s---fn--i|
моѣ|58929|1s---fn--i|
въселітъ|68728|3spia----i|
сѧ|58829|3s---qa--i|
на|58783|---------n|
ѹпъванъе|85863|-s---na--i|
ѣко|72150|---------n|
не|58767|---------n|
оставіші|58950|2spia----i|
дш҃ѧ|60303|-s---fg--i|
моеѧ|58929|1s---fg--i|
въ|58774|---------n|
адѣ|67495|-s---ml--i|
ні|59213|---------n|
дасі|58843|2spia----i|
прѣподобънѹмѹ|82768|-s---mdpwi|
своемѹ|58780|3s---md--i|
відѣті|58918|--pna----i|
істълѣньѣ|122729|-s---ng--i|
съказалъ|65845|-sspamn-si|
мі|58807|1s---md--i|
есі|58773|2spia----i|
пѫті|58763|-p---ma--i|
жівотътнъіѧ|69349|-p---mapwi|
ісплъніші|59037|2spia----i|
мѧ|58807|1s---ma--i|
веселъѣ|67606|-s---ng--i|
съ|58764|---------n|
ліцемъ|59927|-s---ni--i|
твоімъ|58814|2s---ni--i|
красота|138250|-s---fn--i|
въ|58774|---------n|
десн҃іці|66339|-s---fl--i|
твоеі|58814|2s---fl--i|
до|64398|---------n|
конъца|64399|-s---mg--i|
въ|58774|---------n|
конецъ|64399|-s---ma--i|
молітва|59126|-s---fn--i|
дв҃а|64023|-s---fnpsi|
ѹслъші|64238|2spma----i|
гі҃|58858|-s---mv--i|
правъдѫ|66526|-s---fa--i|
моѭ|58929|1s---fa--i|
вонъмі|81174|2spma----i|
молітвѫ|59126|-s---fa--i|
моѭ|58929|1s---fa--i|
въѹші|81174|2spma----i|
моленье|84527|-s---na--i|
мое|58929|1s---na--i|
не|58767|---------n|
ѹстьнахъ|60198|-p---fl--i|
льстівахъ|83267|-p---flpsi|
отъ|58785|---------n|
ліца|59927|-s---ng--i|
твоего|58814|2s---ng--i|
сѫдъба|150757|-s---fn--i|
моѣ|58929|1s---fn--i|
ізідетъ|58784|3spia----i|
очі|58813|-d---nn--i|
моі|58929|1d---nn--i|
тогда|64413|---------n|
відіте|58918|2dpia----i|
правъінѧ|150753|-s---fa--i|
іскѹсілъ|64768|-sspamn-si|
есі|58773|2spia----i|
сръдьце|58805|-s---na--i|
мое|58929|1s---na--i|
посѣтілъ|68006|-sspamn-si|
есі|58773|2spia----i|
ноштъѭ|59412|-s---fi--i|
раждеже|80192|2saia----i|
мѧ|58807|1s---ma--i|
і|58771|---------n|
не|58767|---------n|
обрѣтѫ|58937|3paia----i|
сѧ|58829|3s---qa--i|
во|58774|---------n|
мнѣ|58807|1s---ml--i|
неправъда|68736|-s---fn--i|
да|60071|---------n|
не|58767|---------n|
възг҃лѭтъ|64390|3ppia----i|
ѹста|66857|-p---nn--i|
моѣ|58929|1p---nn--i|
дѣлъ|64813|-p---ng--i|
чл҃вчъ|137461|-p---ngpwi|
за|60217|---------n|
словеса|58855|-p---na--i|
ѹстънъ|60198|-p---fg--i|
твоіхъ|58814|2p---fg--i|
азъ|58807|1s---mn--i|
съхраніхъ|65633|1saia----i|
